code,source,window_months,n_with_code,prev_initiators,prev_non_initiators,odds_ratio,fisher_p,mw_p,fisher_p_adj,description,category
K5801,dx,12,31,0.034782608695652174,0.04128440366972477,0.8368368368368369,1.0,0.7423894867769796,1.0,Irritable Bowel Syndrome With Constipation,diagnosis
84550,px,12,48,0.06086956521739131,0.06269113149847094,0.9690605239385727,1.0,0.9411103928268941,1.0,Assay Of Blood/Uric Acid,lab test
80061,px,3,40,0.05217391304347826,0.05198776758409786,1.0037776578521316,1.0,0.977812116141204,1.0,Lipid Panel,lab test
Escitalopram Oxalate,rx,12,40,0.05217391304347826,0.05198776758409786,1.0037776578521316,1.0,0.9995278721107129,1.0,Escitalopram Oxalate,medication
K5730,dx,12,44,0.05217391304347826,0.0581039755351682,0.8923225494929986,1.0,0.7855570644369039,1.0,Dvrtclos Of Lg Int W/O Perforation Or Abscess W/O Bleeding,diagnosis
86140,px,12,51,0.06086956521739131,0.0672782874617737,0.8985690235690236,1.0,0.7938042064759152,1.0,C-Reactive Protein,lab test
92250,px,12,32,0.034782608695652174,0.04281345565749235,0.8056628056628057,1.0,0.6895965724733173,1.0,Eye Exam With Photos,procedure
82306,px,3,41,0.05217391304347826,0.053516819571865444,0.9735255570117956,1.0,0.953357944057828,1.0,Vitamin D 25 Hydroxy,lab test
I351,dx,12,71,0.08695652173913043,0.09327217125382263,0.9258391881342701,1.0,0.8261154748400898,1.0,Nonrheumatic Aortic (Valve) Insufficiency,diagnosis
84100,px,12,46,0.06086956521739131,0.05963302752293578,1.022079772079772,1.0,0.9593430712629057,1.0,Assay Of Phosphorus,lab test
Trazodone Hydrochloride,rx,12,37,0.043478260869565216,0.04892966360856269,0.8835227272727273,1.0,0.7922530314506934,1.0,Trazodone Hydrochloride,medication
97140,px,12,57,0.06956521739130435,0.07492354740061162,0.9231356093839405,1.0,0.8339396523158399,1.0,Manual Therapy 1/> Regions,procedure
J069,dx,12,48,0.06086956521739131,0.06269113149847094,0.9690605239385727,1.0,0.9320459469281474,1.0,"Acute Upper Respiratory Infection, Unspecified",diagnosis
M169,dx,12,50,0.06086956521739131,0.06574923547400612,0.9209732988802756,1.0,0.8337061465381332,1.0,"Osteoarthritis Of Hip, Unspecified",diagnosis
I5020,dx,12,37,0.043478260869565216,0.04892966360856269,0.8835227272727273,1.0,0.8017086290022941,1.0,Unspecified Systolic (Congestive) Heart Failure,diagnosis
C1769,px,12,33,0.043478260869565216,0.04281345565749235,1.0162337662337662,1.0,0.9772401974366954,1.0,Guide Wire,supply/service
Furosemide,rx,12,38,0.043478260869565216,0.05045871559633028,0.8553719008264463,1.0,0.7507089589177611,1.0,Furosemide,medication
I429,dx,3,39,0.05217391304347826,0.05045871559633028,1.035863219349458,1.0,0.9388953972243145,1.0,"Cardiomyopathy, Unspecified",diagnosis
70450,px,12,49,0.06086956521739131,0.06422018348623854,0.9444444444444444,1.0,0.8896107339281327,1.0,Ct Head/Brain W/O Dye,imaging
K5801,dx,6,13,0.017391304347826087,0.016819571865443424,1.0345937248592116,1.0,0.9674773819769904,1.0,Irritable Bowel Syndrome With Constipation,diagnosis
I493,dx,3,22,0.02608695652173913,0.0290519877675841,0.8952067669172933,1.0,0.861084034549552,1.0,Ventricular Premature Depolarization,diagnosis
R519,dx,6,13,0.017391304347826087,0.016819571865443424,1.0345937248592116,1.0,0.9658518684218182,1.0,"Headache, Unspecified",diagnosis
Sitagliptin Phosphate,rx,6,14,0.017391304347826087,0.01834862385321101,0.9469026548672567,1.0,0.944364583245588,1.0,Sitagliptin Phosphate,medication
G0299,px,6,21,0.02608695652173913,0.027522935779816515,0.9464285714285714,1.0,0.9312507835167105,1.0,Hhs/Hospice Of Rn Ea 15 Min,supply/service
87077,px,6,16,0.017391304347826087,0.021406727828746176,0.809102402022756,1.0,0.7816958230668649,1.0,Culture Aerobic Identify,lab test
80069,px,6,14,0.017391304347826087,0.01834862385321101,0.9469026548672567,1.0,0.944364583245588,1.0,Renal Function Panel,lab test
R109,dx,12,15,0.017391304347826087,0.019877675840978593,0.8727025187202179,1.0,0.8582250969040501,1.0,Unspecified Abdominal Pain,diagnosis
Naproxen Sodium,rx,6,16,0.017391304347826087,0.021406727828746176,0.809102402022756,1.0,0.7816958230668649,1.0,Naproxen Sodium,medication
Aspirin,rx,12,22,0.02608695652173913,0.0290519877675841,0.8952067669172933,1.0,0.8728696708200614,1.0,Aspirin,medication
I361,dx,3,14,0.017391304347826087,0.01834862385321101,0.9469026548672567,1.0,0.9428006784184538,1.0,Nonrheumatic Tricuspid (Valve) Insufficiency,diagnosis
Z4502,dx,12,22,0.02608695652173913,0.0290519877675841,0.8952067669172933,1.0,0.8710093464709328,1.0,Encntr For Adjust And Mgmt Of Automatic Implntbl Card Defib,diagnosis
K5900,dx,12,38,0.043478260869565216,0.05045871559633028,0.8553719008264463,1.0,0.7613326368552742,1.0,"Constipation, Unspecified",diagnosis
R7303,dx,12,12,0.008695652173913044,0.016819571865443424,0.5127591706539075,1.0,0.5177960220324745,1.0,Prediabetes,diagnosis
Celecoxib,rx,6,18,0.017391304347826087,0.024464831804281346,0.7057522123893806,1.0,0.6444327486076591,1.0,Celecoxib,medication
82962,px,6,20,0.02608695652173913,0.02599388379204893,1.0036764705882353,1.0,0.9960474584448483,1.0,Glucose Blood Test,lab test
Meloxicam,rx,6,21,0.02608695652173913,0.027522935779816515,0.9464285714285714,1.0,0.9312507835167105,1.0,Meloxicam,medication
R519,dx,12,17,0.017391304347826087,0.022935779816513763,0.7539823008849558,1.0,0.7100459836665982,1.0,"Headache, Unspecified",diagnosis
Z09,dx,12,16,0.017391304347826087,0.021406727828746176,0.809102402022756,1.0,0.7802851808852431,1.0,Encntr For F/U Exam Aft Trtmt For Cond Oth Than Malig Neoplm,diagnosis
I4729,dx,12,16,0.017391304347826087,0.021406727828746176,0.809102402022756,1.0,0.7802851808852431,1.0,Other Ventricular Tachycardia,diagnosis
R0600,dx,12,14,0.017391304347826087,0.01834862385321101,0.9469026548672567,1.0,0.944364583245588,1.0,"Dyspnea, Unspecified",diagnosis
Furosemide,rx,6,22,0.02608695652173913,0.0290519877675841,0.8952067669172933,1.0,0.861084034549552,1.0,Furosemide,medication
Z743,dx,6,11,0.008695652173913044,0.01529051987767584,0.5649122807017544,1.0,0.5838335337867939,1.0,Need For Continuous Supervision,diagnosis
F411,dx,3,12,0.008695652173913044,0.016819571865443424,0.5127591706539075,1.0,0.517113913733148,1.0,Generalized Anxiety Disorder,diagnosis
L821,dx,12,21,0.02608695652173913,0.027522935779816515,0.9464285714285714,1.0,0.9312507835167105,1.0,Other Seborrheic Keratosis,diagnosis
77063,px,3,10,0.008695652173913044,0.013761467889908258,0.6286549707602339,1.0,0.659384292802884,1.0,Breast Tomosynthesis Bi,imaging
R109,dx,6,10,0.008695652173913044,0.013761467889908258,0.6286549707602339,1.0,0.659384292802884,1.0,Unspecified Abdominal Pain,diagnosis
85379,px,12,20,0.02608695652173913,0.02599388379204893,1.0036764705882353,1.0,0.9960474584448483,1.0,Fibrin Degradation Quant,lab test
Amoxicillin/Clavulanate Potassium,rx,12,20,0.02608695652173913,0.02599388379204893,1.0036764705882353,1.0,0.9960474584448483,1.0,Amoxicillin/Clavulanate Potassium,medication
Z4502,dx,6,12,0.008695652173913044,0.016819571865443424,0.5127591706539075,1.0,0.517113913733148,1.0,Encntr For Adjust And Mgmt Of Automatic Implntbl Card Defib,diagnosis
E660,dx,6,18,0.017391304347826087,0.024464831804281346,0.7057522123893806,1.0,0.6444327486076591,1.0,Obesity Due To Excess Calories,diagnosis
R0609,dx,6,13,0.017391304347826087,0.016819571865443424,1.0345937248592116,1.0,0.9658518684218182,1.0,Other Forms Of Dyspnea,diagnosis
R55,dx,6,11,0.008695652173913044,0.01529051987767584,0.5649122807017544,1.0,0.5838335337867939,1.0,Syncope And Collapse,diagnosis
11721,px,6,10,0.008695652173913044,0.013761467889908258,0.6286549707602339,1.0,0.659384292802884,1.0,Debride Nail 6 Or More,procedure
G0151,px,12,20,0.02608695652173913,0.02599388379204893,1.0036764705882353,1.0,0.9960474584448483,1.0,"Hhcp-Serv Of Pt,Ea 15 Min",supply/service
92014,px,3,27,0.034782608695652174,0.035168195718654434,0.9886408147277712,1.0,0.9840511949320544,1.0,Eye Exam&Tx Estab Pt 1/>Vst,procedure
G0151,px,6,16,0.017391304347826087,0.021406727828746176,0.809102402022756,1.0,0.7816958230668649,1.0,"Hhcp-Serv Of Pt,Ea 15 Min",supply/service
Gabapentin,rx,6,18,0.017391304347826087,0.024464831804281346,0.7057522123893806,1.0,0.6444327486076591,1.0,Gabapentin,medication
Influenza Virus Vaccine (Subvirion),rx,12,23,0.02608695652173913,0.03058103975535168,0.8491071428571428,1.0,0.7948794570716893,1.0,Influenza Virus Vaccine (Subvirion),medication
R059,dx,6,12,0.008695652173913044,0.016819571865443424,0.5127591706539075,1.0,0.5177960220324745,1.0,"Cough, Unspecified",diagnosis
R55,dx,12,19,0.02608695652173913,0.024464831804281346,1.0680803571428572,1.0,0.9204337370099429,1.0,Syncope And Collapse,diagnosis
Metoprolol Tartrate,rx,6,15,0.017391304347826087,0.019877675840978593,0.8727025187202179,1.0,0.8597159423873685,1.0,Metoprolol Tartrate,medication
81002,px,6,17,0.017391304347826087,0.022935779816513763,0.7539823008849558,1.0,0.7100459836665982,1.0,Urinalysis Nonauto W/O Scope,lab test
J2250,px,3,16,0.017391304347826087,0.021406727828746176,0.809102402022756,1.0,0.7816958230668649,1.0,Inj Midazolam Hydrochloride,supply/service
86900,px,3,18,0.017391304347826087,0.024464831804281346,0.7057522123893806,1.0,0.6444327486076591,1.0,Blood Typing Serologic Abo,lab test
